video_id,segment_id,text,audio_file_path,video_file_path,score
2iD-tVS8NPw,11,its very much a light hearted,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/2iD-tVS8NPw_12.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/2iD-tVS8NPw_12.mp4,1.2
2iD-tVS8NPw,12,so its perfect for kids as well as just like teenagers as well who just wanna see a lot of explosions and some crazy stuff,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/2iD-tVS8NPw_13.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/2iD-tVS8NPw_13.mp4,2.2
2iD-tVS8NPw,13,and you know going into it or these watching the trailers before head i was really kind of hesitant about seeing the green lantern in the first place,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/2iD-tVS8NPw_14.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/2iD-tVS8NPw_14.mp4,-1.0
2iD-tVS8NPw,14,because it looks like a cartoon,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/2iD-tVS8NPw_15.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/2iD-tVS8NPw_15.mp4,-1.5
2iD-tVS8NPw,15,im not really a huge fan of having like all these 3d characters,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/2iD-tVS8NPw_16.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/2iD-tVS8NPw_16.mp4,-1.6
2iD-tVS8NPw,16,because i think why not just make this you know movie this live action movie and talk cartoon,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/2iD-tVS8NPw_17.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/2iD-tVS8NPw_17.mp4,-0.6
2iD-tVS8NPw,17,thats really the route that youre gonna go,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/2iD-tVS8NPw_18.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/2iD-tVS8NPw_18.mp4,0.33333334
2iD-tVS8NPw,18,and it seemed like they were gonna go that route,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/2iD-tVS8NPw_19.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/2iD-tVS8NPw_19.mp4,0.0
2iD-tVS8NPw,19,but i think there was also some sort of like um tone within the actual um powers of the green lantern and himself and that you can basically think up of anything and you can project that into the real life,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/2iD-tVS8NPw_20.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/2iD-tVS8NPw_20.mp4,0.8
2iD-tVS8NPw,20,and i think having this sort of superpower almost this power to just imagine anything kind of just um helped me get passed that you know these are all cgi characters and set,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/2iD-tVS8NPw_21.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/2iD-tVS8NPw_21.mp4,1.0
2iD-tVS8NPw,21,this is a playground and their imaginary playground and anything can happen anything that what also made the film exciting,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/2iD-tVS8NPw_22.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/2iD-tVS8NPw_22.mp4,2.2
2iD-tVS8NPw,22,because you dont entirely know whats coming next,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/2iD-tVS8NPw_23.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/2iD-tVS8NPw_23.mp4,0.2
2iD-tVS8NPw,23,but then you kind of like walk out of the movie and youre like well i i get what happened i understand what happened,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/2iD-tVS8NPw_24.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/2iD-tVS8NPw_24.mp4,-1.0
2iD-tVS8NPw,24,but what what would you do for green lantern movie 2 that would be even like worth while now,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/2iD-tVS8NPw_25.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/2iD-tVS8NPw_25.mp4,-0.8
2iD-tVS8NPw,25,because i mean if hes able to do all of this sort of stuff like how youre supposed to really put up a force that can push him to the next level or or destroy him at the same time,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/2iD-tVS8NPw_26.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/2iD-tVS8NPw_26.mp4,0.0
2iD-tVS8NPw,26,and it does kind of a lea helps alleviate what that whole was is about fighting the ultimate enemy within this first movie and that the threat is still there potentially speaking,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/2iD-tVS8NPw_27.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/2iD-tVS8NPw_27.mp4,1.4
2iD-tVS8NPw,27,so its kind of interesting to see um where theyre gonna be going with that,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/2iD-tVS8NPw_28.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/2iD-tVS8NPw_28.mp4,1.6
2iD-tVS8NPw,28,im looking forward to it ive got to say,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/2iD-tVS8NPw_29.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/2iD-tVS8NPw_29.mp4,2.0
2iD-tVS8NPw,29,its not like the green lantern is the next batman begins or or the dark nighter,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/2iD-tVS8NPw_30.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/2iD-tVS8NPw_30.mp4,-0.4
8d-gEyoeBzc,0,um im gonna give the reasons why i like him,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_1.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_1.mp4,1.2
8d-gEyoeBzc,1,but mostly im gonna give the reasons of why i dont think hes gonna be a classic in the same way as the first movie predator or aliens,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_2.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_2.mp4,-0.8
8d-gEyoeBzc,2,um which i think rodrigez was going for he th th he always said that he was gonna do the sequel um he wanted this to be um th the predator equivalent of aliens,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_3.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_3.mp4,-0.2
8d-gEyoeBzc,3,um as um you know as aliens was to alien,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_4.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_4.mp4,-0.2
8d-gEyoeBzc,4,um and im gonna really point out why that i dont think he really pulled he pulled that off,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_5.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_5.mp4,-2.0
8d-gEyoeBzc,5,um why was a mistake really to try and do that,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_6.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_6.mp4,-1.5
8d-gEyoeBzc,6,um but i did enjoy it,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_7.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_7.mp4,0.2
8d-gEyoeBzc,7,so um im gonna point out the stuff i did like there were some action scenes in it,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_8.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_8.mp4,1.2
8d-gEyoeBzc,8,the characters were well developed um not all of the characters,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_9.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_9.mp4,1.4
8d-gEyoeBzc,9,but um i would say that um there was theres good there were four good characters in there,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_10.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_10.mp4,0.6
8d-gEyoeBzc,10,um i i liked agent brodys character,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_11.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_11.mp4,1.6
8d-gEyoeBzc,11,i thought he was um well developed,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_12.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_12.mp4,1.6
8d-gEyoeBzc,12,you know well drawn out character,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_13.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_13.mp4,1.4
8d-gEyoeBzc,13,someone you cared about,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_14.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_14.mp4,0.0
8d-gEyoeBzc,14,i liked the girl who was the israeli sniper,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_15.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_15.mp4,0.8
8d-gEyoeBzc,15,i thought she was the number one well drawn character,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_16.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_16.mp4,1.2
8d-gEyoeBzc,16,um i liked the russian guy juri,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_17.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_17.mp4,1.0
8d-gEyoeBzc,17,um you cared you there was enough in there for you to care about him,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_18.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_18.mp4,0.6
8d-gEyoeBzc,18,and xxx was an interesting character,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_19.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_19.mp4,1.6
8d-gEyoeBzc,19,um he had some funny he had a few one lines that was quite quite funny,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_20.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_20.mp4,1.2
8d-gEyoeBzc,20,yeah once unfortunately um i think in the writing somewhere they they just werent um developed enough fear to care about them um and that includes is it topher graces i think i think his name was includs his character um,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_21.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_21.mp4,-2.0
8d-gEyoeBzc,21,um i just didnt think it was well developed enough and um i also i i include in that laurence fishburnes character as well,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_22.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_22.mp4,-1.0
8d-gEyoeBzc,22,who i think rodrigez when he wrote the mo wrote the movie was going for a marlon brando apocalipse now type of character,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_23.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_23.mp4,-0.4
8d-gEyoeBzc,23,but he actually found um when hes seen come up it slowed the movie down um and this is the problem um with predator to predators compared to predator,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_24.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_24.mp4,-1.4
8d-gEyoeBzc,24,predator is really well paced movie,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_25.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_25.mp4,1.8
8d-gEyoeBzc,25,and it picks up speed and never lets go ev even in the same xxx where they they slow you know they meant to have some dialogue and and talk about whats going on yo you know,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_26.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_26.mp4,1.0
8d-gEyoeBzc,26,it felt the movie slowed down wheres it in the middle of this,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_27.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_27.mp4,-1.4
8d-gEyoeBzc,27,when when they they with um laurence fishburne character it does slow down a great deal,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_28.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_28.mp4,-0.8
8d-gEyoeBzc,28,i didnt really feel um the inclusion of his charater was necessary,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_29.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_29.mp4,-1.4
8d-gEyoeBzc,29,um it couldve been written out,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/8d-gEyoeBzc_30.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/8d-gEyoeBzc_30.mp4,-0.8
Qr1Ca94K55A,0,now this movie is just ridiculous and i i thought it was excellent,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/Qr1Ca94K55A_1.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/Qr1Ca94K55A_1.mp4,3.0
Qr1Ca94K55A,1,her acting was pretty bad,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/Qr1Ca94K55A_2.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/Qr1Ca94K55A_2.mp4,-2.0
Qr1Ca94K55A,2,she didnt really do anything for me,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/Qr1Ca94K55A_3.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/Qr1Ca94K55A_3.mp4,-1.6
Qr1Ca94K55A,3,but the real star that fell out of this movie was william fichtner character or william fichtner,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/Qr1Ca94K55A_4.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/Qr1Ca94K55A_4.mp4,1.4
Qr1Ca94K55A,4,and his acting wasnt really good in that movie,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/Qr1Ca94K55A_5.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/Qr1Ca94K55A_5.mp4,-1.6
Qr1Ca94K55A,5,but it made it hysterical and it was just funny with all of these little one liners that he had,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/Qr1Ca94K55A_6.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/Qr1Ca94K55A_6.mp4,2.2
Qr1Ca94K55A,6,and whatever so no im not saying this movie is bad coz its its not,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/Qr1Ca94K55A_7.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/Qr1Ca94K55A_7.mp4,-0.8
Qr1Ca94K55A,7,like i said before it had tacky one liners that were just hysterical,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/Qr1Ca94K55A_8.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/Qr1Ca94K55A_8.mp4,1.6
Qr1Ca94K55A,8,it was it was good,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/Qr1Ca94K55A_9.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/Qr1Ca94K55A_9.mp4,1.8
Qr1Ca94K55A,9,um one of the big things i was disappointed though was i felt that they couldve done a lot more with 3d,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/Qr1Ca94K55A_10.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/Qr1Ca94K55A_10.mp4,-1.6
Qr1Ca94K55A,10,and some really cool gun fights,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/Qr1Ca94K55A_11.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/Qr1Ca94K55A_11.mp4,2.0
Qr1Ca94K55A,11,and i thought it was just gonna be more than that but so i was a little disappointed in that,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/Qr1Ca94K55A_12.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/Qr1Ca94K55A_12.mp4,-1.8
Qr1Ca94K55A,12,um now i dont really recommend this if you go on a date with some girl,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/Qr1Ca94K55A_13.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/Qr1Ca94K55A_13.mp4,-2.0
Qr1Ca94K55A,13,um but if youre xxx movie goer like i am i totally recommend seeing this because its just a fun entertaining movie and i think that you will enjoye it,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/Qr1Ca94K55A_14.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/Qr1Ca94K55A_14.mp4,2.6
Ci-AH39fi3Y,0,because im still excited about it,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/Ci-AH39fi3Y_1.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/Ci-AH39fi3Y_1.mp4,1.8
Ci-AH39fi3Y,1,as some of you might not notice i was extremly excited about saw 5,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/Ci-AH39fi3Y_2.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/Ci-AH39fi3Y_2.mp4,2.0
Ci-AH39fi3Y,2,ok all of you knew that obviously,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/Ci-AH39fi3Y_3.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/Ci-AH39fi3Y_3.mp4,0.0
Ci-AH39fi3Y,3,so i was you know really hyped up,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/Ci-AH39fi3Y_4.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/Ci-AH39fi3Y_4.mp4,1.8
Ci-AH39fi3Y,4,and excited to see it,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/Ci-AH39fi3Y_5.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/Ci-AH39fi3Y_5.mp4,1.6
Ci-AH39fi3Y,5,and i have to say that it was definately better than the saw 4,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/Ci-AH39fi3Y_6.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/Ci-AH39fi3Y_6.mp4,1.6
Ci-AH39fi3Y,6,not exectly what i was expecting,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/Ci-AH39fi3Y_7.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/Ci-AH39fi3Y_7.mp4,0.6
Ci-AH39fi3Y,7,but it was still really really really good,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/Ci-AH39fi3Y_8.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/Ci-AH39fi3Y_8.mp4,2.2
Ci-AH39fi3Y,8,and um its just made me really really excided for saw 6,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/Ci-AH39fi3Y_9.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/Ci-AH39fi3Y_9.mp4,2.4
Ci-AH39fi3Y,9,one of them was great,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/Ci-AH39fi3Y_10.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/Ci-AH39fi3Y_10.mp4,1.0
Ci-AH39fi3Y,10,and the other one was completely irrelevant as far as i can tell,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Audio/WAV_16000/Segmented/Ci-AH39fi3Y_11.wav,/scratch/tm3647/NLP/NLP_Project/data/CMU-MOSI/Video/Segmented/Ci-AH39fi3Y_11.mp4,-1.8
